customer_id,num_channels,net_revenue,is_multi_touch
271,1,88.94,0
273,2,151.49,1
274,3,192.06,1
275,0,37.83,0
277,4,321.46999999999997,1
278,2,278.58000000000004,1
281,0,124.35,0
282,2,120.79999999999998,1
284,1,132.75,0
286,0,124.35,0
289,2,149.75,1
290,1,194.07999999999998,0
292,3,103.01,1
295,2,138.10999999999999,1
298,1,65.23,0
300,1,25.29,0
301,0,83.12,0
302,2,231.35,1
304,1,17.16,0
305,1,11.68,0
306,2,128.02,1
309,1,18.41,0
310,1,166.81,0
312,1,52.88,0
313,2,177.94,1
314,1,41.7,0
315,1,91.34,0
316,2,41.59,1
317,1,55.59,0
318,1,58.42,0
319,2,175.45,1
320,0,43.64,0
321,0,108.41,0
322,1,367.02,0
326,2,376.65,1
327,2,72.66,1
328,1,66.24,0
329,1,401.49,0
330,1,187.48,0
332,2,228.41000000000003,1
334,1,18.24,0
335,2,447.31,1
337,0,46.89,0
339,2,321.68,1
340,2,170.01,1
342,1,47.46,0
345,2,94.46000000000001,1
348,1,150.54,0
349,1,33.38,0
350,1,94.22,0
351,1,186.48000000000002,0
356,1,128.96,0
357,1,133.76,0
358,1,36.21,0
359,1,137.9,0
360,2,41.129999999999995,1
361,0,121.81,0
362,1,63.7,0
363,1,132.93,0
364,1,153.22,0
365,1,29.26,0
366,1,21.33,0
371,3,356.66,1
372,1,68.64,0
373,2,280.02,1
374,1,166.68,0
376,0,90.28,0
380,1,20.67,0
381,2,381.7,1
383,1,170.78,0
384,0,34.7,0
385,0,43.55,0
387,2,313.95,1
389,1,106.86,0
392,1,86.96,0
393,1,174.26,0
394,1,65.27,0
395,1,299.1,0
396,1,102.52,0
399,1,161.9,0
400,1,131.52,0
401,1,96.19,0
406,1,126.91,0
408,0,63.71,0
410,0,77.61,0
412,3,285.47,1
413,0,15.75,0
415,1,14.18,0
419,0,30.13,0
423,2,103.06,1
424,1,69.02,0
425,3,152.6,1
426,1,299.41,0
428,2,251.18,1
429,1,146.85,0
433,1,73.57,0
435,1,33.93,0
437,1,99.3,0
438,2,264.08,1
439,1,42.0,0
440,2,817.01,1
442,1,50.68,0
445,1,11.17,0
447,1,169.6,0
448,1,198.42000000000002,0
449,3,220.20000000000002,1
450,1,34.9,0
452,0,59.43,0
453,0,72.92,0
454,1,25.84,0
455,2,660.4100000000001,1
456,1,82.99,0
457,1,49.51,0
459,3,209.11,1
463,1,261.12,0
464,1,80.36,0
465,2,155.82,1
467,2,170.5,1
468,1,457.6,0
469,1,213.98,0
470,0,161.28,0
471,1,91.14,0
472,1,277.95,0
473,1,48.22,0
475,1,12.89,0
476,2,310.12,1
478,1,166.44,0
479,2,142.2,1
480,1,70.48,0
481,1,22.17,0
482,1,209.85,0
484,1,87.61,0
485,1,52.89,0
487,1,343.66,0
490,1,73.9,0
491,1,37.28,0
492,1,130.42,0
493,1,77.56,0
494,2,299.51,1
497,1,186.87,0
498,1,25.95,0
499,0,32.84,0
501,2,220.31,1
502,1,87.85,0
504,1,98.88,0
505,1,125.24,0
506,1,132.72,0
507,1,164.66,0
508,1,101.76,0
509,1,212.73000000000002,0
510,0,125.75,0
512,1,68.63,0
513,1,48.63,0
514,2,437.6,1
515,3,436.66999999999996,1
516,1,141.2,0
518,1,296.19,0
519,1,100.2,0
523,1,104.85,0
524,2,227.15,1
527,2,259.17,1
528,1,67.46,0
530,2,391.45,1
533,0,92.14,0
534,1,99.11,0
535,1,73.99,0
537,1,94.68,0
539,1,472.08000000000004,0
542,1,123.47,0
543,1,73.36,0
546,1,65.56,0
547,1,92.88,0
549,0,73.04,0
550,2,246.13,1
551,2,284.1,1
552,2,198.66,1
553,1,167.12,0
555,2,203.32999999999998,1
557,1,228.58,0
558,1,36.69,0
560,1,48.57,0
561,1,154.14999999999998,0
562,2,622.0600000000001,1
563,0,119.91999999999999,0
566,1,128.44,0
568,1,192.45999999999998,0
570,2,148.67,1
571,1,80.2,0
575,1,14.5,0
576,1,98.94,0
577,1,20.88,0
578,1,126.17,0
579,1,416.23,0
580,0,130.92,0
581,1,93.74,0
583,1,17.49,0
584,1,16.59,0
589,1,140.16,0
590,1,26.66,0
591,1,77.29,0
594,1,65.85,0
596,1,50.96,0
598,1,12.04,0
599,1,246.92000000000002,0
600,1,41.19,0
601,1,306.76,0
602,0,9.99,0
603,2,227.26,1
605,3,178.4,1
606,1,336.47,0
607,1,73.34,0
608,1,187.49,0
609,1,22.63,0
613,1,394.46000000000004,0
617,1,128.05,0
618,0,435.64,0
620,1,74.88,0
621,0,53.18,0
625,2,108.93,1
626,1,195.8,0
629,1,177.64,0
630,0,124.6,0
631,1,160.1,0
632,1,44.34,0
639,0,57.0,0
642,3,319.27,1
643,1,361.64,0
646,2,102.02,1
647,2,133.39,1
649,1,237.69,0
650,1,40.4,0
651,1,456.72999999999996,0
652,1,73.91,0
655,1,118.92,0
656,0,146.36,0
657,0,93.59,0
658,3,374.96000000000004,1
659,1,350.4,0
661,1,86.45,0
662,1,112.91,0
665,1,67.41,0
666,1,67.92,0
669,1,582.66,0
674,0,6.86,0
677,1,73.38,0
681,1,436.35,0
682,2,368.38,1
683,1,75.06,0
684,3,152.56,1
686,1,666.4,0
688,1,97.1,0
689,0,74.12,0
690,1,17.82,0
696,2,122.63,1
698,1,93.86999999999999,0
699,1,178.19,0
702,2,128.72,1
705,2,175.61,1
706,2,342.08000000000004,1
707,1,501.96,0
709,2,400.07,1
712,1,71.93,0
714,1,31.2,0
720,1,348.48,0
722,0,212.26,0
723,2,117.74,1
724,1,80.72,0
725,2,79.85,1
726,1,81.58,0
727,2,172.44,1
728,1,149.42,0
730,2,243.03000000000003,1
731,1,199.24,0
732,1,274.3,0
733,1,40.61,0
735,1,53.42,0
738,1,88.12,0
739,0,152.68,0
740,1,40.79,0
742,1,171.43,0
743,1,279.77,0
744,0,69.69,0
746,1,28.83,0
747,1,77.24,0
748,3,264.12,1
749,2,61.09,1
750,1,103.79,0
751,2,149.42,1
752,1,43.0,0
754,1,71.9,0
755,1,55.34,0
756,2,225.99,1
761,1,55.85,0
762,1,20.43,0
763,2,319.21,1
765,0,6.61,0
766,0,188.61,0
767,1,246.97,0
768,0,363.9,0
769,1,162.26,0
770,1,48.86,0
771,1,56.01,0
774,0,511.44000000000005,0
775,2,232.1,1
776,2,274.89,1
777,1,20.14,0
778,1,20.25,0
779,1,63.03,0
780,2,225.70999999999998,1
781,2,294.86,1
782,1,316.24,0
784,1,20.3,0
788,3,690.9499999999999,1
789,1,11.42,0
790,1,78.06,0
791,2,106.49,1
792,0,94.97,0
795,1,57.44,0
796,2,876.02,1
797,1,252.67,0
798,1,36.58,0
799,0,63.45,0
800,0,80.84,0
801,1,100.29,0
802,0,120.72,0
804,1,10.66,0
805,1,97.08,0
806,1,228.68,0
810,1,119.5,0
811,1,90.84,0
813,1,114.99,0
814,0,110.55,0
818,1,77.82,0
819,2,72.91,1
820,1,165.67,0
821,2,156.29,1
822,1,212.96,0
823,1,54.43,0
825,3,136.31,1
827,2,154.23,1
828,0,87.72,0
829,1,385.47,0
830,0,51.47,0
831,1,33.43,0
832,1,153.98,0
833,3,105.92,1
834,2,218.04999999999998,1
835,3,509.21,1
836,1,43.2,0
837,2,198.86,1
838,1,89.88,0
839,1,92.98,0
841,1,240.74,0
842,2,183.19,1
843,0,53.2,0
844,1,239.44,0
845,1,33.65,0
846,1,57.91,0
849,1,31.53,0
850,0,45.12,0
851,1,45.71,0
852,2,233.13,1
853,3,244.10999999999996,1
855,0,63.43,0
861,1,203.41,0
863,1,13.06,0
865,1,69.1,0
867,1,309.55,0
868,2,340.45000000000005,1
869,1,15.56,0
870,1,197.51,0
871,2,93.83,1
872,0,136.61,0
873,1,36.72,0
874,1,59.7,0
878,1,21.86,0
879,1,315.97,0
880,1,69.41,0
882,1,22.09,0
885,1,118.35,0
886,2,106.82,1
887,3,479.14,1
889,1,65.85,0
890,1,175.91,0
892,0,140.37,0
895,1,27.72,0
904,1,96.8,0
905,1,36.36,0
907,1,111.12,0
909,1,73.21,0
911,1,75.01,0
913,1,96.22,0
914,2,684.3100000000001,1
917,1,53.46,0
919,1,39.4,0
920,1,65.97,0
921,1,85.57,0
923,1,63.73,0
924,1,26.49,0
925,1,157.68,0
926,2,199.94,1
928,1,19.91,0
929,2,213.7,1
930,1,68.62,0
931,3,146.77,1
933,1,55.24,0
935,2,228.14,1
937,1,24.22,0
938,1,28.63,0
940,1,38.71,0
941,1,20.75,0
942,1,61.81,0
944,1,143.26999999999998,0
945,1,95.72,0
948,1,79.9,0
951,0,32.3,0
952,0,25.12,0
953,1,170.42,0
954,1,116.58,0
955,1,364.28,0
957,2,300.13,1
958,1,34.89,0
959,1,71.23,0
960,1,335.64,0
961,0,185.51,0
962,1,366.64,0
966,2,167.01,1
970,2,114.03,1
972,1,40.6,0
973,1,154.38,0
975,3,315.72,1
977,0,13.05,0
978,1,110.21,0
980,1,94.39,0
981,2,438.55000000000007,1
984,1,90.26,0
985,1,78.46,0
986,2,112.51,1
987,1,111.58,0
989,1,12.13,0
990,2,117.75999999999999,1
991,2,63.269999999999996,1
992,2,328.81,1
997,1,42.0,0
999,1,243.46,0
1001,1,74.12,0
1006,2,220.23,1
1007,1,56.6,0
1010,3,322.20000000000005,1
1011,1,72.39,0
1012,1,64.43,0
1013,1,121.28,0
1014,0,92.26,0
1015,1,90.81,0
1017,1,97.97,0
1019,1,149.64,0
1020,1,259.3,0
1024,1,46.91,0
1025,1,85.88,0
1026,1,50.11,0
1027,1,137.64000000000001,0
1029,0,19.4,0
1030,2,153.19,1
1031,1,27.97,0
1033,1,51.53,0
1034,1,503.8,0
1035,2,215.03,1
1036,1,97.41,0
1040,2,400.46,1
1041,1,345.39,0
1042,1,23.79,0
1043,0,75.56,0
1044,2,261.94,1
1047,1,20.77,0
1052,3,131.12,1
1054,2,252.20000000000002,1
1055,0,141.91,0
1056,1,80.95,0
1057,1,26.02,0
1058,3,353.64000000000004,1
1059,2,258.85,1
1061,1,89.27,0
1062,1,36.56,0
1063,1,63.7,0
1067,1,114.33,0
1068,1,55.2,0
1070,1,78.7,0
1071,1,106.13,0
1075,1,60.81,0
1076,1,62.82,0
1077,1,165.5,0
1078,1,75.26,0
1081,0,49.06,0
1082,1,71.78,0
1084,1,133.73,0
1085,2,158.64,1
1086,2,99.71000000000001,1
1087,2,109.33000000000001,1
1089,2,295.9,1
1091,1,30.44,0
1092,1,139.60999999999999,0
1094,1,107.58,0
1099,0,42.86,0
1100,1,16.98,0
1103,2,117.76,1
1106,1,39.73,0
1107,1,43.62,0
1109,1,38.48,0
1112,1,73.47,0
1113,2,253.34999999999997,1
1114,0,421.02,0
1116,1,538.68,0
1119,1,63.18,0
1120,1,140.64,0
1122,2,153.1,1
1123,1,95.93,0
1129,1,255.45,0
1132,0,166.68,0
1133,1,89.74,0
1135,1,45.0,0
1136,3,260.68,1
1137,0,31.02,0
1138,1,264.28,0
1139,1,134.98,0
1140,0,76.19,0
1142,2,106.38,1
1143,2,147.07999999999998,1
1144,1,18.36,0
1145,1,88.35,0
1147,1,170.27,0
1148,1,101.06,0
1151,1,80.73,0
1153,1,59.07,0
1154,3,209.94,1
1155,1,131.52,0
1156,1,145.56,0
1158,2,198.54000000000002,1
1159,1,50.54,0
1162,2,603.52,1
1163,1,205.02,0
1165,1,35.19,0
1170,2,95.97,1
1171,1,72.96,0
1173,1,110.89,0
1174,1,205.51,0
1175,1,67.41,0
1176,2,473.13,1
1177,1,204.89999999999998,0
1178,2,414.33000000000004,1
1180,1,86.92999999999999,0
1181,1,79.16,0
1182,2,322.09000000000003,1
1185,1,263.03000000000003,0
1187,2,107.69,1
1188,1,38.8,0
1190,2,161.57,1
1191,1,14.2,0
1193,1,153.97,0
1195,0,88.24,0
1196,0,45.95,0
1200,1,31.72,0
1201,1,18.92,0
1202,2,234.16,1
1206,2,46.46,1
1210,2,104.52,1
1212,1,41.43,0
1213,1,175.14,0
1215,1,13.9,0
1216,2,298.28,1
1218,2,67.96000000000001,1
1219,1,120.73,0
1220,1,10.55,0
1230,0,16.14,0
1231,2,150.53,1
1232,2,207.87,1
1233,0,71.32,0
1234,2,92.34,1
1235,2,368.40999999999997,1
1240,1,84.75,0
1243,1,77.8,0
1244,1,92.33999999999999,0
1245,1,106.91,0
1247,2,483.22,1
1248,1,14.76,0
1249,0,30.41,0
1251,1,55.9,0
1253,1,23.03,0
1254,3,624.48,1
1257,1,99.68,0
1258,3,338.65,1
1260,1,58.44,0
1261,1,52.67,0
1262,1,184.09,0
1265,2,240.94,1
1267,3,260.5,1
1268,1,73.89,0
1269,2,94.35,1
1273,2,97.47,1
1274,0,232.27,0
1275,1,104.51,0
1276,1,42.42,0
1277,1,130.12,0
1281,1,163.32,0
1282,2,157.99,1
1283,1,45.09,0
1286,1,86.89,0
1287,2,171.14,1
1290,2,282.1,1
1293,1,13.0,0
1294,1,35.78,0
1295,1,114.06,0
1296,2,263.36,1
1297,1,33.22,0
1298,1,99.4,0
1299,1,29.14,0
1300,1,165.11,0
1301,0,22.95,0
1302,2,254.48000000000002,1
1303,1,148.1,0
1308,1,50.34,0
1310,1,175.85,0
1312,1,23.82,0
1313,1,12.8,0
1320,2,71.94,1
1322,2,29.12,1
1323,2,406.39,1
1324,1,425.41,0
1325,0,48.61,0
1329,1,19.95,0
1332,1,83.69,0
1333,0,58.92,0
1334,1,34.26,0
1336,0,86.99,0
1337,1,44.84,0
1338,1,18.88,0
1339,1,36.14,0
1341,2,606.73,1
1342,2,114.64000000000001,1
1343,0,22.95,0
1345,1,102.33,0
1346,2,150.51999999999998,1
1347,2,87.33,1
1348,1,34.05,0
1349,2,188.54000000000002,1
1350,0,32.38,0
1351,2,939.95,1
1354,2,383.79,1
1355,1,28.0,0
1356,1,111.86,0
1357,1,399.6,0
1358,1,34.39,0
1361,3,340.69,1
1362,0,31.09,0
1363,0,70.23,0
1364,0,100.28,0
1365,1,355.11,0
1369,1,43.53,0
1370,2,335.08,1
1373,1,36.980000000000004,0
1377,1,83.16,0
1379,1,275.49,0
1382,1,270.58,0
1386,1,77.84,0
1387,1,113.48,0
1389,1,17.77,0
1391,1,41.29,0
1393,1,179.51,0
1394,1,199.6,0
1396,3,274.62,1
1397,1,114.87,0
1401,1,76.8,0
1402,0,32.38,0
1403,2,373.59000000000003,1
1404,1,63.54,0
1405,2,157.87,1
1407,1,44.45,0
1409,1,139.06,0
1411,1,53.73,0
1413,2,129.32999999999998,1
1414,1,186.5,0
1417,2,375.72,1
1419,1,12.08,0
1420,1,111.77,0
1421,1,14.74,0
1422,1,41.44,0
1423,1,25.15,0
1426,1,53.7,0
1429,1,116.69,0
1431,3,238.68,1
1432,1,152.19,0
1433,2,162.8,1
1434,4,189.83,1
1437,3,453.20000000000005,1
1438,1,7.9,0
1440,0,238.1,0
1441,1,244.89000000000001,0
1443,1,70.34,0
1444,1,10.87,0
1445,0,60.06,0
1446,0,248.04,0
1448,0,23.67,0
1451,1,60.79,0
1454,1,93.71,0
1455,1,111.92,0
1458,1,347.6,0
1459,1,343.66,0
1462,1,9.43,0
1463,0,101.06,0
1464,2,76.57,1
1466,1,98.15,0
1469,1,78.8,0
1470,1,47.01,0
1471,0,146.89,0
1472,1,15.91,0
1473,1,374.4,0
1474,1,175.61,0
1475,2,537.26,1
1477,1,18.83,0
1478,1,5.92,0
1479,0,12.55,0
1480,1,361.34,0
1483,1,9.73,0
1484,1,15.41,0
1485,2,160.82999999999998,1
1486,2,41.61,1
1490,1,32.54,0
1492,3,326.65,1
1493,2,68.18,1
1496,1,86.49,0
1497,1,199.24,0
1498,0,43.68,0
1499,1,424.89,0
1500,1,141.53,0
1501,3,320.86,1
1502,2,266.01,1
1503,0,29.7,0
1504,1,198.63,0
1505,0,27.99,0
1506,0,17.34,0
1507,0,98.88,0
1508,1,184.68,0
1510,2,195.53,1
1511,1,97.21,0
1513,1,126.99,0
1516,1,126.9,0
1517,1,16.92,0
1518,1,115.61,0
1520,3,362.99,1
1521,1,229.99,0
1522,2,128.5,1
1523,1,445.84,0
1524,2,223.07,1
1525,1,161.54,0
1526,1,82.87,0
1527,2,150.13,1
1528,1,18.46,0
1530,2,110.65,1
1531,2,172.01,1
1532,1,381.32,0
1533,0,101.98,0
1536,0,76.17,0
1537,1,111.31,0
1540,1,53.64,0
1542,1,94.31,0
1543,1,152.72,0
1544,2,159.59,1
1546,0,36.51,0
1552,1,46.5,0
1553,1,96.47,0
1555,1,96.99,0
1557,0,108.56,0
1558,1,17.48,0
1561,1,51.42,0
1562,1,624.4,0
1563,1,73.08,0
1564,1,201.96,0
1565,1,216.07,0
1566,1,164.45999999999998,0
1567,2,132.4,1
1568,0,28.72,0
1573,2,297.24,1
1574,1,44.39,0
1576,2,327.84000000000003,1
1578,1,30.67,0
1579,1,152.86,0
1580,1,34.71,0
1583,1,12.53,0
1585,1,207.06,0
1586,1,83.95,0
1587,3,414.65,1
1589,1,131.27,0
1590,2,162.32000000000002,1
1591,1,178.65,0
1592,1,108.18,0
1593,1,116.18,0
1594,1,201.25,0
1597,1,172.04,0
1600,1,70.51,0
1601,0,79.22,0
1604,1,66.28,0
1607,0,130.92,0
1608,3,390.66,1
1609,1,122.66,0
1610,3,646.6500000000001,1
1611,2,56.47,1
1615,1,77.97,0
1616,2,25.1,1
1617,1,260.88,0
1618,1,13.83,0
1622,1,61.86,0
1624,2,148.09,1
1625,2,92.7,1
1628,0,276.1,0
1630,1,550.94,0
1631,1,129.99,0
1634,1,141.57,0
1635,1,241.68,0
1637,0,11.93,0
1638,1,747.96,0
1639,1,118.55,0
1641,1,204.2,0
1644,1,706.6,0
1645,0,502.36,0
1647,1,33.14,0
1649,1,234.19,0
1650,1,9.76,0
1651,1,306.51,0
1653,0,185.56,0
1655,1,91.06,0
1657,2,100.09,1
1659,1,11.25,0
1663,2,181.34,1
1665,1,62.34,0
1666,1,382.02,0
1667,2,113.61,1
1669,1,436.76,0
1670,1,404.14,0
1675,2,75.78999999999999,1
1676,1,99.3,0
1677,1,26.1,0
1678,1,109.97,0
1680,2,128.91,1
1681,1,63.25,0
1685,2,189.04,1
1688,1,146.85,0
1690,1,13.78,0
1691,1,31.97,0
1692,2,663.5899999999999,1
1694,2,120.75,1
1695,0,106.74,0
1696,1,286.37,0
1699,0,77.69,0
1700,1,76.27,0
1702,1,10.14,0
1703,1,48.370000000000005,0
1704,1,64.39,0
1705,0,12.84,0
1706,1,18.52,0
1708,1,49.9,0
1709,1,109.56,0
1710,2,833.8499999999999,1
1711,2,164.54,1
1712,2,565.45,1
1713,1,162.7,0
1715,2,79.66,1
1719,1,57.72,0
1724,2,122.57000000000001,1
1725,1,147.22,0
1726,1,77.05,0
1728,1,59.12,0
1729,1,94.89,0
1730,1,12.02,0
1731,1,42.72,0
1733,1,156.84,0
1736,1,50.44,0
1737,1,12.22,0
1738,1,67.23,0
1743,2,48.53,1
1746,1,14.81,0
1747,1,48.3,0
1749,1,216.05,0
1750,1,126.58,0
1751,1,769.73,0
1753,1,17.23,0
1757,1,253.23,0
1758,1,65.76,0
1761,0,10.13,0
1763,1,288.45,0
1765,1,58.92,0
1766,1,201.63,0
1772,1,28.68,0
1773,2,126.99000000000001,1
1775,1,49.82,0
1777,1,71.8,0
1778,1,17.23,0
1781,1,35.17,0
1785,0,129.99,0
1786,2,65.38,1
1789,2,269.58,1
1790,1,35.05,0
1791,1,31.97,0
1793,1,97.87,0
1795,2,177.18,1
1798,1,224.73,0
1799,1,42.540000000000006,0
1800,1,52.53,0
1801,1,77.78,0
1802,1,207.58,0
1804,1,240.06,0
1805,1,249.58,0
1807,1,302.06,0
1808,1,130.19,0
1812,1,104.08,0
1816,0,23.57,0
1817,1,73.78999999999999,0
1818,1,464.58,0
1820,1,173.6,0
1824,1,220.3,0
1825,3,663.81,1
1826,1,274.93,0
1827,1,57.51,0
1829,1,77.39,0
1830,2,465.90999999999997,1
1834,1,287.84,0
1835,0,73.74,0
1840,1,76.08,0
1841,1,45.89,0
1842,2,696.8399999999999,1
1843,1,84.87,0
1844,3,227.98999999999998,1
1846,1,36.38,0
1847,1,91.34,0
1848,1,90.79,0
1849,1,137.75,0
1850,2,274.06,1
1851,2,465.97,1
1852,0,64.36,0
1853,1,150.72,0
1855,2,314.35,1
1857,1,49.25,0
1860,1,37.29,0
1861,1,60.08,0
1862,0,102.65,0
1866,1,33.63,0
1867,1,364.06,0
1868,1,48.39,0
1869,1,110.31,0
1870,3,500.78999999999996,1
1873,0,109.83,0
1875,1,395.14000000000004,0
1878,2,33.129999999999995,1
1879,1,123.34,0
1882,1,133.36,0
1883,1,76.17,0
1885,0,347.82,0
1886,1,146.42,0
1887,2,363.23,1
1890,1,155.05,0
1892,0,43.64,0
1893,1,81.39,0
1899,2,150.24,1
1900,1,110.38,0
1901,1,49.51,0
1905,1,74.41,0
1906,2,368.72,1
1907,2,123.15,1
1908,1,141.64,0
1909,1,39.07,0
1910,1,41.39,0
1911,1,171.63,0
1912,1,37.8,0
1914,1,71.03,0
1917,0,82.24,0
1919,0,166.41,0
1920,1,460.14,0
1925,1,149.55,0
1926,1,18.46,0
1927,1,158.02,0
1929,0,56.55,0
1930,1,42.32,0
1931,2,262.57,1
1933,1,19.45,0
1934,1,290.88,0
1935,2,184.01,1
1936,1,518.54,0
1937,2,348.28000000000003,1
1940,1,126.81,0
1941,1,18.55,0
1942,2,571.58,1
1943,1,107.24,0
1944,2,110.77,1
1945,0,16.96,0
1946,2,85.39,1
1947,1,39.65,0
1948,1,44.99,0
1949,2,196.68,1
1950,1,224.95,0
1951,1,48.49,0
1952,1,372.37,0
1953,1,55.24,0
1954,1,113.02,0
1955,1,538.68,0
1956,1,16.98,0
1957,1,48.27,0
1960,1,112.41,0
1964,1,108.4,0
1966,1,40.17,0
1967,2,50.82,1
1968,1,96.81,0
1970,3,441.40999999999997,1
1972,1,233.18,0
1973,1,16.55,0
1974,2,189.62,1
1977,3,507.81,1
1978,1,60.71,0
1979,1,37.69,0
1980,1,82.15,0
1981,1,133.99,0
1986,1,93.32,0
1989,2,200.67000000000002,1
1990,1,16.15,0
1991,1,22.88,0
1993,1,100.42,0
1994,1,243.5,0
1995,1,253.1,0
1997,1,74.8,0
1999,2,205.5,1
2001,1,219.06,0
2004,1,88.17,0
2005,1,162.37,0
2006,1,166.07,0
2007,2,249.77999999999997,1
2009,1,141.31,0
2010,1,131.52,0
2013,1,303.71000000000004,0
2014,1,323.49,0
2015,2,226.59,1
2016,1,19.19,0
2017,1,151.23,0
2019,2,51.23,1
2023,1,141.47,0
2024,1,19.759999999999998,0
2025,3,473.11,1
2029,0,101.38,0
2030,1,47.14,0
2031,1,15.44,0
2032,3,407.72,1
2033,1,63.86,0
2034,1,503.71,0
2035,0,50.92,0
2036,1,449.75,0
2037,0,68.53,0
2038,1,275.57,0
2039,2,535.75,1
2040,1,129.98,0
2041,1,69.02,0
2043,1,283.84,0
2044,1,51.74,0
2045,1,338.97,0
2046,0,28.95,0
2047,1,15.71,0
2048,1,100.83,0
2050,1,72.51,0
2051,2,243.5,1
2052,3,290.46999999999997,1
2053,1,44.57,0
2054,1,227.7,0
2055,1,138.47,0
2057,2,122.83000000000001,1
2059,1,160.52,0
2060,1,138.25,0
2062,1,16.05,0
2063,2,222.91000000000003,1
2064,1,441.21,0
2065,1,136.61,0
2066,2,34.33,1
2067,0,29.28,0
2071,2,86.65,1
2072,1,69.69,0
2076,1,75.56,0
2078,1,74.07,0
2079,1,65.99,0
2081,1,104.15,0
2082,1,152.08,0
2083,2,179.75,1
2084,1,144.89,0
2085,2,190.89999999999998,1
2090,1,187.26,0
2091,0,15.45,0
2092,1,61.42,0
2094,1,292.71,0
2095,1,56.8,0
2096,1,14.07,0
2099,1,21.46,0
2102,1,66.93,0
2103,0,75.0,0
2104,1,379.53,0
2106,1,8.97,0
2108,1,314.32,0
2112,0,13.68,0
2113,1,55.61,0
2115,2,218.01,1
2118,2,73.87,1
2120,1,155.70999999999998,0
2121,1,82.88,0
2124,2,278.21000000000004,1
2127,1,194.19,0
2128,2,47.17,1
2130,1,50.75,0
2131,2,270.2,1
2134,1,96.47999999999999,0
2135,1,65.87,0
2136,1,290.45000000000005,0
2141,0,168.18,0
2143,1,21.51,0
2144,1,62.58,0
2145,1,10.88,0
2147,1,31.36,0
2148,1,167.82,0
2151,0,134.0,0
2152,1,19.32,0
2153,1,16.82,0
2154,0,55.6,0
2155,1,90.59,0
2157,1,40.29,0
2159,1,347.47,0
2160,3,620.07,1
